full_text,text_clean,tokenize,stopwords,stemmed
@zy_zy_its_me @jokowi @prabowo @gibran_tweet Spt Negara milik jokowi,zyzyitsme jokowi prabowo gibrantweet spt negara milik jokowi,"['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'spt', 'negara', 'milik', 'jokowi']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'spt', 'negara', 'milik', 'jokowi']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'spt', 'negara', 'milik', 'jokowi']"
@zy_zy_its_me @jokowi @prabowo @gibran_tweet Kang cebok pantat kuda,zyzyitsme jokowi prabowo gibrantweet kang cebok pantat kuda,"['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'kang', 'cebok', 'pantat', 'kuda']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'kang', 'cebok', 'pantat', 'kuda']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'kang', 'cebok', 'pantat', 'kuda']"
"Gibran bikin Solo hebat, Cak Imin kayaknya masih sibuk nyari hati di dunia politik @Sopiblack65  https://t.co/VqTB95Pv06",gibran bikin solo hebat cak imin kayaknya masih sibuk nyari hati di dunia politik sopiblack  httpstcovqtbpv,"['gibran', 'bikin', 'solo', 'hebat', 'cak', 'imin', 'kayaknya', 'masih', 'sibuk', 'nyari', 'hati', 'di', 'dunia', 'politik', 'sopiblack', 'httpstcovqtbpv']","['gibran', 'bikin', 'solo', 'hebat', 'cak', 'imin', 'kayaknya', 'sibuk', 'nyari', 'hati', 'dunia', 'politik', 'sopiblack', 'httpstcovqtbpv']","['gibran', 'bikin', 'solo', 'hebat', 'cak', 'imin', 'kayak', 'sibuk', 'nyari', 'hati', 'dunia', 'politik', 'sopiblack', 'httpstcovqtbpv']"
@gnzt6 @AnakKampoeng78 @lightsummerrr @airdopgarap_ @itsmysealf @700juta @gibran_tweet dih nggak nyambung bocah,gnzt anakkampoeng lightsummerrr airdopgarap itsmysealf juta gibrantweet dih nggak nyambung bocah,"['gnzt', 'anakkampoeng', 'lightsummerrr', 'airdopgarap', 'itsmysealf', 'juta', 'gibrantweet', 'dih', 'nggak', 'nyambung', 'bocah']","['gnzt', 'anakkampoeng', 'lightsummerrr', 'airdopgarap', 'itsmysealf', 'juta', 'gibrantweet', 'dih', 'nyambung', 'bocah']","['gnzt', 'anakkampoeng', 'lightsummerrr', 'airdopgarap', 'itsmysealf', 'juta', 'gibrantweet', 'dih', 'nyambung', 'bocah']"
@kegblgnunfaedh generasi gibran nih,kegblgnunfaedh generasi gibran nih,"['kegblgnunfaedh', 'generasi', 'gibran', 'nih']","['kegblgnunfaedh', 'generasi', 'gibran', 'nih']","['kegblgnunfaedh', 'generasi', 'gibran', 'nih']"
@KaredokLeunca__ @prabowo @gibran_tweet Maakkk..Coba urang mau nanya..🧐  Klo ada penipu ngumpetnya di Bali ato di Lombok itu gmna y nangkep ayamnya 🐓??   Kt penyidik mau di tangkep klo udh balik ke JKT  Lahh klo ga balik2 &amp  ngendoonn di Bali terusss gmnaa..🤔  Cobaaa berikan urang sedikiittt pencerahan Nasional! 🤣 https://t.co/FNq98EFvyV,karedokleunca prabowo gibrantweet maakkkcoba urang mau nanya🧐  klo ada penipu ngumpetnya di bali ato di lombok itu gmna y nangkep ayamnya 🐓   kt penyidik mau di tangkep klo udh balik ke jkt  lahh klo ga balik amp  ngendoonn di bali terusss gmnaa🤔  cobaaa berikan urang sedikiittt pencerahan nasional 🤣 httpstcofnqefvyv,"['karedokleunca', 'prabowo', 'gibrantweet', 'maakkkcoba', 'urang', 'mau', 'nanya🧐', 'klo', 'ada', 'penipu', 'ngumpetnya', 'di', 'bali', 'ato', 'di', 'lombok', 'itu', 'gmna', 'y', 'nangkep', 'ayamnya', '🐓', 'kt', 'penyidik', 'mau', 'di', 'tangkep', 'klo', 'udh', 'balik', 'ke', 'jkt', 'lahh', 'klo', 'ga', 'balik', 'amp', 'ngendoonn', 'di', 'bali', 'terusss', 'gmnaa🤔', 'cobaaa', 'berikan', 'urang', 'sedikiittt', 'pencerahan', 'nasional', '🤣', 'httpstcofnqefvyv']","['karedokleunca', 'prabowo', 'gibrantweet', 'maakkkcoba', 'urang', 'mau', 'nanya🧐', 'klo', 'penipu', 'ngumpetnya', 'bali', 'ato', 'lombok', 'gmna', 'y', 'nangkep', 'ayamnya', '🐓', 'kt', 'penyidik', 'mau', 'tangkep', 'klo', 'udh', 'balik', 'jkt', 'lahh', 'klo', 'ga', 'balik', 'amp', 'ngendoonn', 'bali', 'terusss', 'gmnaa🤔', 'cobaaa', 'berikan', 'urang', 'sedikiittt', 'pencerahan', 'nasional', '🤣', 'httpstcofnqefvyv']","['karedokleunca', 'prabowo', 'gibrantweet', 'maakkkcoba', 'urang', 'mau', 'nanya', 'klo', 'tipu', 'ngumpetnya', 'bal', 'ato', 'lombok', 'gmna', 'y', 'nangkep', 'ayam', '', 'kt', 'sidik', 'mau', 'tangkep', 'klo', 'udh', 'balik', 'jkt', 'lahh', 'klo', 'ga', 'balik', 'amp', 'ngendoonn', 'bal', 'terusss', 'gmnaa', 'cobaaa', 'ikan', 'urang', 'sedikiittt', 'cerah', 'nasional', '', 'httpstcofnqefvyv']"
"@Hasbil_Lbs @gibran_tweet Tetep Anies Baswedan presiden Indonesia setelah Jokowi, supaya Janji Jokowi terealisasi semua. Dan berakhir dgn indah gak gagal.",hasbillbs gibrantweet tetep anies baswedan presiden indonesia setelah jokowi supaya janji jokowi terealisasi semua dan berakhir dgn indah gak gagal,"['hasbillbs', 'gibrantweet', 'tetep', 'anies', 'baswedan', 'presiden', 'indonesia', 'setelah', 'jokowi', 'supaya', 'janji', 'jokowi', 'terealisasi', 'semua', 'dan', 'berakhir', 'dgn', 'indah', 'gak', 'gagal']","['hasbillbs', 'gibrantweet', 'tetep', 'anies', 'baswedan', 'presiden', 'indonesia', 'jokowi', 'janji', 'jokowi', 'terealisasi', 'semua', 'berakhir', 'dgn', 'indah', 'gak', 'gagal']","['hasbillbs', 'gibrantweet', 'tetep', 'anies', 'baswedan', 'presiden', 'indonesia', 'jokowi', 'janji', 'jokowi', 'realisasi', 'semua', 'akhir', 'dgn', 'indah', 'gak', 'gagal']"
"Prabowo - Gibran: Buruh Jepara, Kita Solid Satu Suara! dekade08",prabowo  gibran buruh jepara kita solid satu suara dekade,"['prabowo', 'gibran', 'buruh', 'jepara', 'kita', 'solid', 'satu', 'suara', 'dekade']","['prabowo', 'gibran', 'buruh', 'jepara', 'solid', 'satu', 'suara', 'dekade']","['prabowo', 'gibran', 'buruh', 'jepara', 'solid', 'satu', 'suara', 'dekade']"
@Gr4sssss @joko_maryadi @gibran_tweet Wkakaka sekandng Iq monyet mengajak memilih dan masuk kandang wakkakak https://t.co/0Nmom0lvzu,grsssss jokomaryadi gibrantweet wkakaka sekandng iq monyet mengajak memilih dan masuk kandang wakkakak httpstconmomlvzu,"['grsssss', 'jokomaryadi', 'gibrantweet', 'wkakaka', 'sekandng', 'iq', 'monyet', 'mengajak', 'memilih', 'dan', 'masuk', 'kandang', 'wakkakak', 'httpstconmomlvzu']","['grsssss', 'jokomaryadi', 'gibrantweet', 'wkakaka', 'sekandng', 'iq', 'monyet', 'mengajak', 'memilih', 'masuk', 'kandang', 'wakkakak', 'httpstconmomlvzu']","['grsssss', 'jokomaryadi', 'gibrantweet', 'wkakaka', 'sekandng', 'iq', 'monyet', 'ajak', 'pilih', 'masuk', 'kandang', 'wakkakak', 'httpstconmomlvzu']"
@datuakrajoangek Catatan... Gibran bukan wakil anak muda tapi wakil perompak konstitusi!!!  Ga usah bawa anak muda deh.... Geli!!,datuakrajoangek catatan gibran bukan wakil anak muda tapi wakil perompak konstitusi  ga usah bawa anak muda deh geli,"['datuakrajoangek', 'catatan', 'gibran', 'bukan', 'wakil', 'anak', 'muda', 'tapi', 'wakil', 'perompak', 'konstitusi', 'ga', 'usah', 'bawa', 'anak', 'muda', 'deh', 'geli']","['datuakrajoangek', 'catatan', 'gibran', 'bukan', 'wakil', 'anak', 'muda', 'wakil', 'perompak', 'konstitusi', 'ga', 'usah', 'bawa', 'anak', 'muda', 'deh', 'geli']","['datuakrajoangek', 'catat', 'gibran', 'bukan', 'wakil', 'anak', 'muda', 'wakil', 'perompak', 'konstitusi', 'ga', 'usah', 'bawa', 'anak', 'muda', 'deh', 'geli']"
Cawapres nomor urut 2 Gibran Rakabuming mengaku baru mengetahui saat debat kedua masing-masing calon boleh membawa contekan.  Hal yang dimaksud Gibran adalah pada sesi penutup atau closing statement.  https://t.co/bHOLLi7GUU https://t.co/3nJx4iNQF4,cawapres nomor urut  gibran rakabuming mengaku baru mengetahui saat debat kedua masingmasing calon boleh membawa contekan  hal yang dimaksud gibran adalah pada sesi penutup atau closing statement  httpstcobholliguu httpstconjxinqf,"['cawapres', 'nomor', 'urut', 'gibran', 'rakabuming', 'mengaku', 'baru', 'mengetahui', 'saat', 'debat', 'kedua', 'masingmasing', 'calon', 'boleh', 'membawa', 'contekan', 'hal', 'yang', 'dimaksud', 'gibran', 'adalah', 'pada', 'sesi', 'penutup', 'atau', 'closing', 'statement', 'httpstcobholliguu', 'httpstconjxinqf']","['cawapres', 'nomor', 'urut', 'gibran', 'rakabuming', 'mengaku', 'baru', 'mengetahui', 'debat', 'kedua', 'masingmasing', 'calon', 'membawa', 'contekan', 'dimaksud', 'gibran', 'sesi', 'penutup', 'closing', 'statement', 'httpstcobholliguu', 'httpstconjxinqf']","['cawapres', 'nomor', 'urut', 'gibran', 'rakabuming', 'aku', 'baru', 'tahu', 'debat', 'dua', 'masingmasing', 'calon', 'bawa', 'contek', 'maksud', 'gibran', 'sesi', 'tutup', 'closing', 'statement', 'httpstcobholliguu', 'httpstconjxinqf']"
"@gibran_tweet omongannya ngedabrus, pagi tahu sore tempe. Urus dagangan martabaknya aja bangkrut padahal sdh ditopang modal milyaran entah dari mana uangnya. Ini mau buka 19 jt lapangan kerja. Cukup kita dibohongi bpknya, masa kita msh mau dibohongi anaknya. Gak jelas!!!",gibrantweet omongannya ngedabrus pagi tahu sore tempe urus dagangan martabaknya aja bangkrut padahal sdh ditopang modal milyaran entah dari mana uangnya ini mau buka  jt lapangan kerja cukup kita dibohongi bpknya masa kita msh mau dibohongi anaknya gak jelas,"['gibrantweet', 'omongannya', 'ngedabrus', 'pagi', 'tahu', 'sore', 'tempe', 'urus', 'dagangan', 'martabaknya', 'aja', 'bangkrut', 'padahal', 'sdh', 'ditopang', 'modal', 'milyaran', 'entah', 'dari', 'mana', 'uangnya', 'ini', 'mau', 'buka', 'jt', 'lapangan', 'kerja', 'cukup', 'kita', 'dibohongi', 'bpknya', 'masa', 'kita', 'msh', 'mau', 'dibohongi', 'anaknya', 'gak', 'jelas']","['gibrantweet', 'omongannya', 'ngedabrus', 'pagi', 'tahu', 'sore', 'tempe', 'urus', 'dagangan', 'martabaknya', 'aja', 'bangkrut', 'padahal', 'sdh', 'ditopang', 'modal', 'milyaran', 'entah', 'mana', 'uangnya', 'mau', 'buka', 'jt', 'lapangan', 'kerja', 'cukup', 'dibohongi', 'bpknya', 'masa', 'msh', 'mau', 'dibohongi', 'anaknya', 'gak', 'jelas']","['gibrantweet', 'omong', 'ngedabrus', 'pagi', 'tahu', 'sore', 'tempe', 'urus', 'dagang', 'martabak', 'aja', 'bangkrut', 'padahal', 'sdh', 'topang', 'modal', 'milyaran', 'entah', 'mana', 'uang', 'mau', 'buka', 'jt', 'lapang', 'kerja', 'cukup', 'bohong', 'bpknya', 'masa', 'msh', 'mau', 'bohong', 'anak', 'gak', 'jelas']"
Saya orang dr sekian banyak penduduk NKRI meragukan kemampuanmu @gibran_tweet dan setelah debat kemarin gw masih gak percaya yg tampil itu anda. 🙏🙏🫰🫰🫰🫰,saya orang dr sekian banyak penduduk nkri meragukan kemampuanmu gibrantweet dan setelah debat kemarin gw masih gak percaya yg tampil itu anda 🙏🙏🫰🫰🫰🫰,"['saya', 'orang', 'dr', 'sekian', 'banyak', 'penduduk', 'nkri', 'meragukan', 'kemampuanmu', 'gibrantweet', 'dan', 'setelah', 'debat', 'kemarin', 'gw', 'masih', 'gak', 'percaya', 'yg', 'tampil', 'itu', 'anda', '🙏🙏🫰🫰🫰🫰']","['orang', 'dr', 'sekian', 'banyak', 'penduduk', 'nkri', 'meragukan', 'kemampuanmu', 'gibrantweet', 'debat', 'kemarin', 'gw', 'gak', 'percaya', 'yg', 'tampil', '🙏🙏🫰🫰🫰🫰']","['orang', 'dr', 'sekian', 'banyak', 'duduk', 'nkri', 'ragu', 'mampu', 'gibrantweet', 'debat', 'kemarin', 'gw', 'gak', 'percaya', 'yg', 'tampil', '']"
"Solo jadi primadona, Jakarta malah jadi bahan sindiran Cak Imin, baca dong petunjuknya Gibran @AiraAfniAmalia  https://t.co/ZU2yFDCTEh",solo jadi primadona jakarta malah jadi bahan sindiran cak imin baca dong petunjuknya gibran airaafniamalia  httpstcozuyfdcteh,"['solo', 'jadi', 'primadona', 'jakarta', 'malah', 'jadi', 'bahan', 'sindiran', 'cak', 'imin', 'baca', 'dong', 'petunjuknya', 'gibran', 'airaafniamalia', 'httpstcozuyfdcteh']","['solo', 'jadi', 'primadona', 'jakarta', 'malah', 'jadi', 'bahan', 'sindiran', 'cak', 'imin', 'baca', 'dong', 'petunjuknya', 'gibran', 'airaafniamalia', 'httpstcozuyfdcteh']","['solo', 'jadi', 'primadona', 'jakarta', 'malah', 'jadi', 'bahan', 'sindir', 'cak', 'imin', 'baca', 'dong', 'tunjuk', 'gibran', 'airaafniamalia', 'httpstcozuyfdcteh']"
@LofiRamli @nobadyyy @amer7211 Kerengge yg minum kencing dia sendiri...itu yg berpusing-pusing. 🤣,lofiramli nobadyyy amer kerengge yg minum kencing dia sendiriitu yg berpusingpusing 🤣,"['lofiramli', 'nobadyyy', 'amer', 'kerengge', 'yg', 'minum', 'kencing', 'dia', 'sendiriitu', 'yg', 'berpusingpusing', '🤣']","['lofiramli', 'nobadyyy', 'amer', 'kerengge', 'yg', 'minum', 'kencing', 'sendiriitu', 'yg', 'berpusingpusing', '🤣']","['lofiramli', 'nobadyyy', 'amer', 'kerengge', 'yg', 'minum', 'kencing', 'sendiriitu', 'yg', 'berpusingpusing', '']"
"Gibran solo kece, Cak Imin Jakarta malah kacau @STresnowat1  https://t.co/PaZOzBA0jq",gibran solo kece cak imin jakarta malah kacau stresnowat  httpstcopazozbajq,"['gibran', 'solo', 'kece', 'cak', 'imin', 'jakarta', 'malah', 'kacau', 'stresnowat', 'httpstcopazozbajq']","['gibran', 'solo', 'kece', 'cak', 'imin', 'jakarta', 'malah', 'kacau', 'stresnowat', 'httpstcopazozbajq']","['gibran', 'solo', 'kece', 'cak', 'imin', 'jakarta', 'malah', 'kacau', 'stresnowat', 'httpstcopazozbajq']"
Gibran membuktikan bahwa Solo bisa lebih bersinar daripada Jakarta dengan prestasinya yang luar biasa @EsTeh__28  https://t.co/1itXOSFO94,gibran membuktikan bahwa solo bisa lebih bersinar daripada jakarta dengan prestasinya yang luar biasa esteh  httpstcoitxosfo,"['gibran', 'membuktikan', 'bahwa', 'solo', 'bisa', 'lebih', 'bersinar', 'daripada', 'jakarta', 'dengan', 'prestasinya', 'yang', 'luar', 'biasa', 'esteh', 'httpstcoitxosfo']","['gibran', 'membuktikan', 'solo', 'lebih', 'bersinar', 'jakarta', 'prestasinya', 'luar', 'biasa', 'esteh', 'httpstcoitxosfo']","['gibran', 'bukti', 'solo', 'lebih', 'sinar', 'jakarta', 'prestasi', 'luar', 'biasa', 'esteh', 'httpstcoitxosfo']"
@ws_parsito Kirain Ayah Gibran,wsparsito kirain ayah gibran,"['wsparsito', 'kirain', 'ayah', 'gibran']","['wsparsito', 'kirain', 'ayah', 'gibran']","['wsparsito', 'kirain', 'ayah', 'gibran']"
"Gibran di Solo, ekonomi melonjak, sementara Cak Imin di mana ya? @hendy_akbar02  https://t.co/m7AKH6JIjj",gibran di solo ekonomi melonjak sementara cak imin di mana ya hendyakbar  httpstcomakhjijj,"['gibran', 'di', 'solo', 'ekonomi', 'melonjak', 'sementara', 'cak', 'imin', 'di', 'mana', 'ya', 'hendyakbar', 'httpstcomakhjijj']","['gibran', 'solo', 'ekonomi', 'melonjak', 'cak', 'imin', 'mana', 'hendyakbar', 'httpstcomakhjijj']","['gibran', 'solo', 'ekonomi', 'lonjak', 'cak', 'imin', 'mana', 'hendyakbar', 'httpstcomakhjijj']"
"Gibran sukses membawa Solo ke puncak, sementara Jakarta dan Jateng belum tahu arah di bawah Muhaimin @QianzyZ  https://t.co/5X3CDS09zc",gibran sukses membawa solo ke puncak sementara jakarta dan jateng belum tahu arah di bawah muhaimin qianzyz  httpstcoxcdszc,"['gibran', 'sukses', 'membawa', 'solo', 'ke', 'puncak', 'sementara', 'jakarta', 'dan', 'jateng', 'belum', 'tahu', 'arah', 'di', 'bawah', 'muhaimin', 'qianzyz', 'httpstcoxcdszc']","['gibran', 'sukses', 'membawa', 'solo', 'puncak', 'jakarta', 'jateng', 'tahu', 'arah', 'bawah', 'muhaimin', 'qianzyz', 'httpstcoxcdszc']","['gibran', 'sukses', 'bawa', 'solo', 'puncak', 'jakarta', 'jateng', 'tahu', 'arah', 'bawah', 'muhaimin', 'qianzyz', 'httpstcoxcdszc']"
"Apresiasi Debat Cawapres, Relawan Pandawa Lima: Gibran Mampu Bersaing https://t.co/dO3FYLPk8U",apresiasi debat cawapres relawan pandawa lima gibran mampu bersaing httpstcodofylpku,"['apresiasi', 'debat', 'cawapres', 'relawan', 'pandawa', 'lima', 'gibran', 'mampu', 'bersaing', 'httpstcodofylpku']","['apresiasi', 'debat', 'cawapres', 'relawan', 'pandawa', 'lima', 'gibran', 'mampu', 'bersaing', 'httpstcodofylpku']","['apresiasi', 'debat', 'cawapres', 'rawan', 'pandawa', 'lima', 'gibran', 'mampu', 'saing', 'httpstcodofylpku']"
"Solo berjaya, Gibran memimpin dengan cerdas Sayangnya, Cak Imin gagal mengukir prestasi, mungkin lebih cocok jadi penonton @ZoelHayat  https://t.co/NCsmg08tdR",solo berjaya gibran memimpin dengan cerdas sayangnya cak imin gagal mengukir prestasi mungkin lebih cocok jadi penonton zoelhayat  httpstconcsmgtdr,"['solo', 'berjaya', 'gibran', 'memimpin', 'dengan', 'cerdas', 'sayangnya', 'cak', 'imin', 'gagal', 'mengukir', 'prestasi', 'mungkin', 'lebih', 'cocok', 'jadi', 'penonton', 'zoelhayat', 'httpstconcsmgtdr']","['solo', 'berjaya', 'gibran', 'memimpin', 'cerdas', 'sayangnya', 'cak', 'imin', 'gagal', 'mengukir', 'prestasi', 'mungkin', 'lebih', 'cocok', 'jadi', 'penonton', 'zoelhayat', 'httpstconcsmgtdr']","['solo', 'jaya', 'gibran', 'pimpin', 'cerdas', 'sayang', 'cak', 'imin', 'gagal', 'ukir', 'prestasi', 'mungkin', 'lebih', 'cocok', 'jadi', 'tonton', 'zoelhayat', 'httpstconcsmgtdr']"
"Gibran berhasil, Solo jadi pusat perhatian Cak Imin? Mungkin perlu introspeksi diri untuk mengejar ketertinggalannya @almagentia369  https://t.co/Nlnq7gIVRF",gibran berhasil solo jadi pusat perhatian cak imin mungkin perlu introspeksi diri untuk mengejar ketertinggalannya almagentia  httpstconlnqgivrf,"['gibran', 'berhasil', 'solo', 'jadi', 'pusat', 'perhatian', 'cak', 'imin', 'mungkin', 'perlu', 'introspeksi', 'diri', 'untuk', 'mengejar', 'ketertinggalannya', 'almagentia', 'httpstconlnqgivrf']","['gibran', 'berhasil', 'solo', 'jadi', 'pusat', 'perhatian', 'cak', 'imin', 'mungkin', 'perlu', 'introspeksi', 'diri', 'mengejar', 'ketertinggalannya', 'almagentia', 'httpstconlnqgivrf']","['gibran', 'hasil', 'solo', 'jadi', 'pusat', 'perhati', 'cak', 'imin', 'mungkin', 'perlu', 'introspeksi', 'diri', 'kejar', 'tinggal', 'almagentia', 'httpstconlnqgivrf']"
"Gibran membuktikan kepintarannya, Solo bersinar lebih dari Jakarta dan Jateng Cak Imin, sepertinya harus lebih serius dalam bekerja @I_Tj17320  https://t.co/yPbazmoEiq",gibran membuktikan kepintarannya solo bersinar lebih dari jakarta dan jateng cak imin sepertinya harus lebih serius dalam bekerja itj  httpstcoypbazmoeiq,"['gibran', 'membuktikan', 'kepintarannya', 'solo', 'bersinar', 'lebih', 'dari', 'jakarta', 'dan', 'jateng', 'cak', 'imin', 'sepertinya', 'harus', 'lebih', 'serius', 'dalam', 'bekerja', 'itj', 'httpstcoypbazmoeiq']","['gibran', 'membuktikan', 'kepintarannya', 'solo', 'bersinar', 'lebih', 'jakarta', 'jateng', 'cak', 'imin', 'sepertinya', 'lebih', 'serius', 'bekerja', 'itj', 'httpstcoypbazmoeiq']","['gibran', 'bukti', 'pintar', 'solo', 'sinar', 'lebih', 'jakarta', 'jateng', 'cak', 'imin', 'seperti', 'lebih', 'serius', 'kerja', 'itj', 'httpstcoypbazmoeiq']"
@Paramitha234 @gibran_tweet Cc @gibran_tweet apakah anda benar berbohong.? Cek data yg lengkap. Baru jadi cawapres aja sdh berbohong ke rakyat🤣🤣🤣,paramitha gibrantweet cc gibrantweet apakah anda benar berbohong cek data yg lengkap baru jadi cawapres aja sdh berbohong ke rakyat🤣🤣🤣,"['paramitha', 'gibrantweet', 'cc', 'gibrantweet', 'apakah', 'anda', 'benar', 'berbohong', 'cek', 'data', 'yg', 'lengkap', 'baru', 'jadi', 'cawapres', 'aja', 'sdh', 'berbohong', 'ke', 'rakyat🤣🤣🤣']","['paramitha', 'gibrantweet', 'cc', 'gibrantweet', 'benar', 'berbohong', 'cek', 'data', 'yg', 'lengkap', 'baru', 'jadi', 'cawapres', 'aja', 'sdh', 'berbohong', 'rakyat🤣🤣🤣']","['paramitha', 'gibrantweet', 'cc', 'gibrantweet', 'benar', 'bohong', 'cek', 'data', 'yg', 'lengkap', 'baru', 'jadi', 'cawapres', 'aja', 'sdh', 'bohong', 'rakyat']"
"Gibran bikin Solo eksis, Cak Imin kayaknya masih sibuk nyari hiburan di dunia politik @NKRI_NTBSasambo  https://t.co/LkViYuVW49",gibran bikin solo eksis cak imin kayaknya masih sibuk nyari hiburan di dunia politik nkrintbsasambo  httpstcolkviyuvw,"['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'kayaknya', 'masih', 'sibuk', 'nyari', 'hiburan', 'di', 'dunia', 'politik', 'nkrintbsasambo', 'httpstcolkviyuvw']","['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'kayaknya', 'sibuk', 'nyari', 'hiburan', 'dunia', 'politik', 'nkrintbsasambo', 'httpstcolkviyuvw']","['gibran', 'bikin', 'solo', 'eks', 'cak', 'imin', 'kayak', 'sibuk', 'nyari', 'hibur', 'dunia', 'politik', 'nkrintbsasambo', 'httpstcolkviyuvw']"
"Solo bersyukur punya Gibran, sementara Jakarta dan Jateng? Perlu perbaikan besar @MurtadhoRoy  https://t.co/434i5qlyE0",solo bersyukur punya gibran sementara jakarta dan jateng perlu perbaikan besar murtadhoroy  httpstcoiqlye,"['solo', 'bersyukur', 'punya', 'gibran', 'sementara', 'jakarta', 'dan', 'jateng', 'perlu', 'perbaikan', 'besar', 'murtadhoroy', 'httpstcoiqlye']","['solo', 'bersyukur', 'punya', 'gibran', 'jakarta', 'jateng', 'perlu', 'perbaikan', 'besar', 'murtadhoroy', 'httpstcoiqlye']","['solo', 'syukur', 'punya', 'gibran', 'jakarta', 'jateng', 'perlu', 'baik', 'besar', 'murtadhoroy', 'httpstcoiqlye']"
"Gibran bikin Solo lebih maju, Cak Imin masih di belakang apa ya? @figlio_delsole  https://t.co/ob2nyoyLRs",gibran bikin solo lebih maju cak imin masih di belakang apa ya figliodelsole  httpstcoobnyoylrs,"['gibran', 'bikin', 'solo', 'lebih', 'maju', 'cak', 'imin', 'masih', 'di', 'belakang', 'apa', 'ya', 'figliodelsole', 'httpstcoobnyoylrs']","['gibran', 'bikin', 'solo', 'lebih', 'maju', 'cak', 'imin', 'belakang', 'apa', 'figliodelsole', 'httpstcoobnyoylrs']","['gibran', 'bikin', 'solo', 'lebih', 'maju', 'cak', 'imin', 'belakang', 'apa', 'figliodelsole', 'httpstcoobnyoylrs']"
@gibran_tweet Haram mengucapkan selamat hari natal https://t.co/fFzQNSkTrV,gibrantweet haram mengucapkan selamat hari natal httpstcoffzqnsktrv,"['gibrantweet', 'haram', 'mengucapkan', 'selamat', 'hari', 'natal', 'httpstcoffzqnsktrv']","['gibrantweet', 'haram', 'mengucapkan', 'selamat', 'hari', 'natal', 'httpstcoffzqnsktrv']","['gibrantweet', 'haram', 'ucap', 'selamat', 'hari', 'natal', 'httpstcoffzqnsktrv']"
"Prabowo - Gibran mencuri perhatian, Airlangga serukan satu putaran saja! dekade08",prabowo  gibran mencuri perhatian airlangga serukan satu putaran saja dekade,"['prabowo', 'gibran', 'mencuri', 'perhatian', 'airlangga', 'serukan', 'satu', 'putaran', 'saja', 'dekade']","['prabowo', 'gibran', 'mencuri', 'perhatian', 'airlangga', 'serukan', 'satu', 'putaran', 'dekade']","['prabowo', 'gibran', 'curi', 'perhati', 'airlangga', 'seru', 'satu', 'putar', 'dekade']"
"Gibran bikin Solo hebat, Muhaimin bikin hebatnya kekecewaan @OzanBung3  https://t.co/CK6YWiM8lr",gibran bikin solo hebat muhaimin bikin hebatnya kekecewaan ozanbung  httpstcockywimlr,"['gibran', 'bikin', 'solo', 'hebat', 'muhaimin', 'bikin', 'hebatnya', 'kekecewaan', 'ozanbung', 'httpstcockywimlr']","['gibran', 'bikin', 'solo', 'hebat', 'muhaimin', 'bikin', 'hebatnya', 'kekecewaan', 'ozanbung', 'httpstcockywimlr']","['gibran', 'bikin', 'solo', 'hebat', 'muhaimin', 'bikin', 'hebat', 'kecewa', 'ozanbung', 'httpstcockywimlr']"
@AiraNtieReal Revolusi mental nawacita hanya modus jokowi supaya dilanjutkan gibran n gemoy doa hamba termiskin dikabulkan semoga mooooooodar mampussssssss,airantiereal revolusi mental nawacita hanya modus jokowi supaya dilanjutkan gibran n gemoy doa hamba termiskin dikabulkan semoga mooooooodar mampussssssss,"['airantiereal', 'revolusi', 'mental', 'nawacita', 'hanya', 'modus', 'jokowi', 'supaya', 'dilanjutkan', 'gibran', 'n', 'gemoy', 'doa', 'hamba', 'termiskin', 'dikabulkan', 'semoga', 'mooooooodar', 'mampussssssss']","['airantiereal', 'revolusi', 'mental', 'nawacita', 'modus', 'jokowi', 'dilanjutkan', 'gibran', 'n', 'gemoy', 'doa', 'hamba', 'termiskin', 'dikabulkan', 'semoga', 'mooooooodar', 'mampussssssss']","['airantiereal', 'revolusi', 'mental', 'nawacita', 'modus', 'jokowi', 'lanjut', 'gibran', 'n', 'gemoy', 'doa', 'hamba', 'miskin', 'kabul', 'moga', 'mooooooodar', 'mampussssssss']"
Seharusnya sih begitu..   Tapi semua sarjana hukum sekarang pada ling lung setelah kejadian putusan MK yang meloloskan Gibran Samsul..,seharusnya sih begitu   tapi semua sarjana hukum sekarang pada ling lung setelah kejadian putusan mk yang meloloskan gibran samsul,"['seharusnya', 'sih', 'begitu', 'tapi', 'semua', 'sarjana', 'hukum', 'sekarang', 'pada', 'ling', 'lung', 'setelah', 'kejadian', 'putusan', 'mk', 'yang', 'meloloskan', 'gibran', 'samsul']","['sih', 'semua', 'sarjana', 'hukum', 'sekarang', 'ling', 'lung', 'kejadian', 'putusan', 'mk', 'meloloskan', 'gibran', 'samsul']","['sih', 'semua', 'sarjana', 'hukum', 'sekarang', 'ling', 'lung', 'jadi', 'putus', 'mk', 'lolos', 'gibran', 'samsul']"
