full_text,text_clean,tokenize,stopwords,stemmed
"Gibran bikin Solo eksis, Cak Imin mungkin masih mencari panggung politik yang pas @kozirama  https://t.co/nDbbjfW8Zn",gibran bikin solo eksis cak imin mungkin masih mencari panggung politik yang pas kozirama  httpstcondbbjfwzn,"['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'mungkin', 'masih', 'mencari', 'panggung', 'politik', 'yang', 'pas', 'kozirama', 'httpstcondbbjfwzn']","['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'mungkin', 'mencari', 'panggung', 'politik', 'pas', 'kozirama', 'httpstcondbbjfwzn']","['gibran', 'bikin', 'solo', 'eks', 'cak', 'imin', 'mungkin', 'cari', 'panggung', 'politik', 'pas', 'kozirama', 'httpstcondbbjfwzn']"
"Gibran berhasil bikin Solo eksis, Cak Imin mungkin masih belajar cara tampil di layar politik @aksioma02  https://t.co/NvdD5eAZQU",gibran berhasil bikin solo eksis cak imin mungkin masih belajar cara tampil di layar politik aksioma  httpstconvddeazqu,"['gibran', 'berhasil', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'mungkin', 'masih', 'belajar', 'cara', 'tampil', 'di', 'layar', 'politik', 'aksioma', 'httpstconvddeazqu']","['gibran', 'berhasil', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'mungkin', 'belajar', 'cara', 'tampil', 'layar', 'politik', 'aksioma', 'httpstconvddeazqu']","['gibran', 'hasil', 'bikin', 'solo', 'eks', 'cak', 'imin', 'mungkin', 'ajar', 'cara', 'tampil', 'layar', 'politik', 'aksioma', 'httpstconvddeazqu']"
"Gibran bikin Solo jadi pusat perhatian, Cak Imin nampaknya masih sibuk nyari kipas angin di dunia politik @RagilSemar  https://t.co/1DaNHO3amN",gibran bikin solo jadi pusat perhatian cak imin nampaknya masih sibuk nyari kipas angin di dunia politik ragilsemar  httpstcodanhoamn,"['gibran', 'bikin', 'solo', 'jadi', 'pusat', 'perhatian', 'cak', 'imin', 'nampaknya', 'masih', 'sibuk', 'nyari', 'kipas', 'angin', 'di', 'dunia', 'politik', 'ragilsemar', 'httpstcodanhoamn']","['gibran', 'bikin', 'solo', 'jadi', 'pusat', 'perhatian', 'cak', 'imin', 'nampaknya', 'sibuk', 'nyari', 'kipas', 'angin', 'dunia', 'politik', 'ragilsemar', 'httpstcodanhoamn']","['gibran', 'bikin', 'solo', 'jadi', 'pusat', 'perhati', 'cak', 'imin', 'nampaknya', 'sibuk', 'nyari', 'kipas', 'angin', 'dunia', 'politik', 'ragilsemar', 'httpstcodanhoamn']"
"@VIVAcoid Urang Jabar, naha ikhlas disebut keun bakal ngadukung Prabowo Gibran? Ulah poho 2019 dibobodo 😉Prabowo! https://t.co/OfC9xRMtCP",vivacoid urang jabar naha ikhlas disebut keun bakal ngadukung prabowo gibran ulah poho  dibobodo 😉prabowo httpstcoofcxrmtcp,"['vivacoid', 'urang', 'jabar', 'naha', 'ikhlas', 'disebut', 'keun', 'bakal', 'ngadukung', 'prabowo', 'gibran', 'ulah', 'poho', 'dibobodo', '😉prabowo', 'httpstcoofcxrmtcp']","['vivacoid', 'urang', 'jabar', 'naha', 'ikhlas', 'disebut', 'keun', 'bakal', 'ngadukung', 'prabowo', 'gibran', 'ulah', 'poho', 'dibobodo', '😉prabowo', 'httpstcoofcxrmtcp']","['vivacoid', 'urang', 'jabar', 'naha', 'ikhlas', 'sebut', 'keun', 'bakal', 'ngadukung', 'prabowo', 'gibran', 'ulah', 'poho', 'dibobodo', 'prabowo', 'httpstcoofcxrmtcp']"
"Gibran gesit, Cak Imin agak lambat Kira-kira harusnya gimana nih? @RizkiAsihan  https://t.co/XgmyMbNLPl",gibran gesit cak imin agak lambat kirakira harusnya gimana nih rizkiasihan  httpstcoxgmymbnlpl,"['gibran', 'gesit', 'cak', 'imin', 'agak', 'lambat', 'kirakira', 'harusnya', 'gimana', 'nih', 'rizkiasihan', 'httpstcoxgmymbnlpl']","['gibran', 'gesit', 'cak', 'imin', 'lambat', 'kirakira', 'harusnya', 'gimana', 'nih', 'rizkiasihan', 'httpstcoxgmymbnlpl']","['gibran', 'gesit', 'cak', 'imin', 'lambat', 'kirakira', 'harus', 'gimana', 'nih', 'rizkiasihan', 'httpstcoxgmymbnlpl']"
"Ekonomi Solo meroket, terima kasih kepada Gibran Jakarta dan Jateng? Belum maksimal di bawah Muhaimin @baca_insight  https://t.co/ZlRs8fuRSv",ekonomi solo meroket terima kasih kepada gibran jakarta dan jateng belum maksimal di bawah muhaimin bacainsight  httpstcozlrsfursv,"['ekonomi', 'solo', 'meroket', 'terima', 'kasih', 'kepada', 'gibran', 'jakarta', 'dan', 'jateng', 'belum', 'maksimal', 'di', 'bawah', 'muhaimin', 'bacainsight', 'httpstcozlrsfursv']","['ekonomi', 'solo', 'meroket', 'terima', 'kasih', 'gibran', 'jakarta', 'jateng', 'maksimal', 'bawah', 'muhaimin', 'bacainsight', 'httpstcozlrsfursv']","['ekonomi', 'solo', 'roket', 'terima', 'kasih', 'gibran', 'jakarta', 'jateng', 'maksimal', 'bawah', 'muhaimin', 'bacainsight', 'httpstcozlrsfursv']"
"Gibran bikin Solo kekinian, Cak Imin mungkin masih sibuk mencari tempat duduk nyaman di arena politik @privetbro1  https://t.co/acVBSRJhi6",gibran bikin solo kekinian cak imin mungkin masih sibuk mencari tempat duduk nyaman di arena politik privetbro  httpstcoacvbsrjhi,"['gibran', 'bikin', 'solo', 'kekinian', 'cak', 'imin', 'mungkin', 'masih', 'sibuk', 'mencari', 'tempat', 'duduk', 'nyaman', 'di', 'arena', 'politik', 'privetbro', 'httpstcoacvbsrjhi']","['gibran', 'bikin', 'solo', 'kekinian', 'cak', 'imin', 'mungkin', 'sibuk', 'mencari', 'tempat', 'duduk', 'nyaman', 'arena', 'politik', 'privetbro', 'httpstcoacvbsrjhi']","['gibran', 'bikin', 'solo', 'kini', 'cak', 'imin', 'mungkin', 'sibuk', 'cari', 'tempat', 'duduk', 'nyaman', 'arena', 'politik', 'privetbro', 'httpstcoacvbsrjhi']"
"Gibran bikin Solo gemilang, Muhaimin bikin kita bergeming @Amrizaldy511  https://t.co/KnOl9tkxjY",gibran bikin solo gemilang muhaimin bikin kita bergeming amrizaldy  httpstcoknoltkxjy,"['gibran', 'bikin', 'solo', 'gemilang', 'muhaimin', 'bikin', 'kita', 'bergeming', 'amrizaldy', 'httpstcoknoltkxjy']","['gibran', 'bikin', 'solo', 'gemilang', 'muhaimin', 'bikin', 'bergeming', 'amrizaldy', 'httpstcoknoltkxjy']","['gibran', 'bikin', 'solo', 'gemilang', 'muhaimin', 'bikin', 'geming', 'amrizaldy', 'httpstcoknoltkxjy']"
"Gibran paham, Cak Imin kayaknya butuh kelas ekonomi @Munir_Timur  https://t.co/kwkfUQ3Nca",gibran paham cak imin kayaknya butuh kelas ekonomi munirtimur  httpstcokwkfuqnca,"['gibran', 'paham', 'cak', 'imin', 'kayaknya', 'butuh', 'kelas', 'ekonomi', 'munirtimur', 'httpstcokwkfuqnca']","['gibran', 'paham', 'cak', 'imin', 'kayaknya', 'butuh', 'kelas', 'ekonomi', 'munirtimur', 'httpstcokwkfuqnca']","['gibran', 'paham', 'cak', 'imin', 'kayak', 'butuh', 'kelas', 'ekonomi', 'munirtimur', 'httpstcokwkfuqnca']"
"Gibran bikin Solo eksis, Cak Imin mungkin masih sibuk mencari stasiun politik untuk naik ke tangga sukses @Ranggajati_  https://t.co/b1sVr76M7Z",gibran bikin solo eksis cak imin mungkin masih sibuk mencari stasiun politik untuk naik ke tangga sukses ranggajati  httpstcobsvrmz,"['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'mungkin', 'masih', 'sibuk', 'mencari', 'stasiun', 'politik', 'untuk', 'naik', 'ke', 'tangga', 'sukses', 'ranggajati', 'httpstcobsvrmz']","['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'mungkin', 'sibuk', 'mencari', 'stasiun', 'politik', 'naik', 'tangga', 'sukses', 'ranggajati', 'httpstcobsvrmz']","['gibran', 'bikin', 'solo', 'eks', 'cak', 'imin', 'mungkin', 'sibuk', 'cari', 'stasiun', 'politik', 'naik', 'tangga', 'sukses', 'ranggajati', 'httpstcobsvrmz']"
Pingin liat gibran debatin si Den Wadas dan Wan ngibul 😄😄,pingin liat gibran debatin si den wadas dan wan ngibul 😄😄,"['pingin', 'liat', 'gibran', 'debatin', 'si', 'den', 'wadas', 'dan', 'wan', 'ngibul', '😄😄']","['pingin', 'liat', 'gibran', 'debatin', 'si', 'den', 'wadas', 'wan', 'ngibul', '😄😄']","['pingin', 'liat', 'gibran', 'debatin', 'si', 'den', 'wadas', 'wan', 'ngibul', '']"
"Gibran efisien, Cak Imin mungkin perlu belajar manajemen waktu @FalishaHerawati  https://t.co/AoDklnd4KW",gibran efisien cak imin mungkin perlu belajar manajemen waktu falishaherawati  httpstcoaodklndkw,"['gibran', 'efisien', 'cak', 'imin', 'mungkin', 'perlu', 'belajar', 'manajemen', 'waktu', 'falishaherawati', 'httpstcoaodklndkw']","['gibran', 'efisien', 'cak', 'imin', 'mungkin', 'perlu', 'belajar', 'manajemen', 'waktu', 'falishaherawati', 'httpstcoaodklndkw']","['gibran', 'efisien', 'cak', 'imin', 'mungkin', 'perlu', 'ajar', 'manajemen', 'waktu', 'falishaherawati', 'httpstcoaodklndkw']"
"@_BungHerwin Temenku yang bela mati Prabowo Gibran abis muter ulang nih debat pas kita lagi ngantor,ceritanya mau bahas apa isi debat cawapres,gregetan juga denger statement Gibran. Jangan menyerang orang dengan ungkapan yang gak umum.  Harusnya Cak Imin balas YO NDAK TAU KOK TANYA SAYA""""",bungherwin temenku yang bela mati prabowo gibran abis muter ulang nih debat pas kita lagi ngantorceritanya mau bahas apa isi debat cawapresgregetan juga denger statement gibran jangan menyerang orang dengan ungkapan yang gak umum  harusnya cak imin balas yo ndak tau kok tanya saya,"['bungherwin', 'temenku', 'yang', 'bela', 'mati', 'prabowo', 'gibran', 'abis', 'muter', 'ulang', 'nih', 'debat', 'pas', 'kita', 'lagi', 'ngantorceritanya', 'mau', 'bahas', 'apa', 'isi', 'debat', 'cawapresgregetan', 'juga', 'denger', 'statement', 'gibran', 'jangan', 'menyerang', 'orang', 'dengan', 'ungkapan', 'yang', 'gak', 'umum', 'harusnya', 'cak', 'imin', 'balas', 'yo', 'ndak', 'tau', 'kok', 'tanya', 'saya']","['bungherwin', 'temenku', 'bela', 'mati', 'prabowo', 'gibran', 'abis', 'muter', 'ulang', 'nih', 'debat', 'pas', 'ngantorceritanya', 'mau', 'bahas', 'apa', 'isi', 'debat', 'cawapresgregetan', 'denger', 'statement', 'gibran', 'jangan', 'menyerang', 'orang', 'ungkapan', 'gak', 'umum', 'harusnya', 'cak', 'imin', 'balas', 'yo', 'ndak', 'tau', 'kok', 'tanya']","['bungherwin', 'temenku', 'bela', 'mati', 'prabowo', 'gibran', 'abis', 'muter', 'ulang', 'nih', 'debat', 'pas', 'ngantorceritanya', 'mau', 'bahas', 'apa', 'isi', 'debat', 'cawapresgregetan', 'denger', 'statement', 'gibran', 'jangan', 'serang', 'orang', 'ungkap', 'gak', 'umum', 'harus', 'cak', 'imin', 'balas', 'yo', 'ndak', 'tau', 'kok', 'tanya']"
"Gibran memang unggul, Solo jadi contoh keberhasilan, Jakarta dan Jateng harus introspeksi @ekonomi_jeblok  https://t.co/jlWgTh8Klh",gibran memang unggul solo jadi contoh keberhasilan jakarta dan jateng harus introspeksi ekonomijeblok  httpstcojlwgthklh,"['gibran', 'memang', 'unggul', 'solo', 'jadi', 'contoh', 'keberhasilan', 'jakarta', 'dan', 'jateng', 'harus', 'introspeksi', 'ekonomijeblok', 'httpstcojlwgthklh']","['gibran', 'memang', 'unggul', 'solo', 'jadi', 'contoh', 'keberhasilan', 'jakarta', 'jateng', 'introspeksi', 'ekonomijeblok', 'httpstcojlwgthklh']","['gibran', 'memang', 'unggul', 'solo', 'jadi', 'contoh', 'hasil', 'jakarta', 'jateng', 'introspeksi', 'ekonomijeblok', 'httpstcojlwgthklh']"
"Gibran bikin Solo eksis, Cak Imin sepertinya masih sibuk mencari jalan keluar dari kebuntuan politiknya @m_4r1_oslo  https://t.co/L046uNO4wj",gibran bikin solo eksis cak imin sepertinya masih sibuk mencari jalan keluar dari kebuntuan politiknya mroslo  httpstcolunowj,"['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'sepertinya', 'masih', 'sibuk', 'mencari', 'jalan', 'keluar', 'dari', 'kebuntuan', 'politiknya', 'mroslo', 'httpstcolunowj']","['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'sepertinya', 'sibuk', 'mencari', 'jalan', 'keluar', 'kebuntuan', 'politiknya', 'mroslo', 'httpstcolunowj']","['gibran', 'bikin', 'solo', 'eks', 'cak', 'imin', 'seperti', 'sibuk', 'cari', 'jalan', 'keluar', 'buntu', 'politik', 'mroslo', 'httpstcolunowj']"
"Solo sukses berkat Gibran, Jakarta dan Jateng? Kayaknya perlu perubahan besar @RikeSants  https://t.co/LwhpgTTY2C",solo sukses berkat gibran jakarta dan jateng kayaknya perlu perubahan besar rikesants  httpstcolwhpgttyc,"['solo', 'sukses', 'berkat', 'gibran', 'jakarta', 'dan', 'jateng', 'kayaknya', 'perlu', 'perubahan', 'besar', 'rikesants', 'httpstcolwhpgttyc']","['solo', 'sukses', 'berkat', 'gibran', 'jakarta', 'jateng', 'kayaknya', 'perlu', 'perubahan', 'besar', 'rikesants', 'httpstcolwhpgttyc']","['solo', 'sukses', 'berkat', 'gibran', 'jakarta', 'jateng', 'kayak', 'perlu', 'ubah', 'besar', 'rikesants', 'httpstcolwhpgttyc']"
"@DedynurPalakka @gibran_tweet Asyik ada lahan basah lagi nih, untuk dikorup rame rame.",dedynurpalakka gibrantweet asyik ada lahan basah lagi nih untuk dikorup rame rame,"['dedynurpalakka', 'gibrantweet', 'asyik', 'ada', 'lahan', 'basah', 'lagi', 'nih', 'untuk', 'dikorup', 'rame', 'rame']","['dedynurpalakka', 'gibrantweet', 'asyik', 'lahan', 'basah', 'nih', 'dikorup', 'rame', 'rame']","['dedynurpalakka', 'gibrantweet', 'asyik', 'lahan', 'basah', 'nih', 'korup', 'rame', 'rame']"
"RELAWAN PRABOWO GIBRAN DITEMBAK  Relawan Prabowo-Gibran di Kecamatan Banyuates, Sampang, Madura, bernama M (49) ditembak orang tak dikenal pada Kamis (21/12) sekitar pukul 09.30 WIB.Kabar ini dibenarkan oleh Tim Penasihat Prabowo-Gibran, Letjen TNI (Purn) Sjafrie Sjamsoedin. https://t.co/YbArgbQftN",relawan prabowo gibran ditembak  relawan prabowogibran di kecamatan banyuates sampang madura bernama m  ditembak orang tak dikenal pada kamis  sekitar pukul  wibkabar ini dibenarkan oleh tim penasihat prabowogibran letjen tni purn sjafrie sjamsoedin httpstcoybargbqftn,"['relawan', 'prabowo', 'gibran', 'ditembak', 'relawan', 'prabowogibran', 'di', 'kecamatan', 'banyuates', 'sampang', 'madura', 'bernama', 'm', 'ditembak', 'orang', 'tak', 'dikenal', 'pada', 'kamis', 'sekitar', 'pukul', 'wibkabar', 'ini', 'dibenarkan', 'oleh', 'tim', 'penasihat', 'prabowogibran', 'letjen', 'tni', 'purn', 'sjafrie', 'sjamsoedin', 'httpstcoybargbqftn']","['relawan', 'prabowo', 'gibran', 'ditembak', 'relawan', 'prabowogibran', 'kecamatan', 'banyuates', 'sampang', 'madura', 'bernama', 'm', 'ditembak', 'orang', 'tak', 'dikenal', 'kamis', 'pukul', 'wibkabar', 'dibenarkan', 'tim', 'penasihat', 'prabowogibran', 'letjen', 'tni', 'purn', 'sjafrie', 'sjamsoedin', 'httpstcoybargbqftn']","['rawan', 'prabowo', 'gibran', 'tembak', 'rawan', 'prabowogibran', 'camat', 'banyuates', 'sampang', 'madura', 'nama', 'm', 'tembak', 'orang', 'tak', 'kenal', 'kamis', 'pukul', 'wibkabar', 'benar', 'tim', 'nasihat', 'prabowogibran', 'letjen', 'tni', 'purn', 'sjafrie', 'sjamsoedin', 'httpstcoybargbqftn']"
"@Kanjeng2022 istri gibran tau posisi,..kagak bernafsu dan memaksakan diri ...lain ama iatri ganjar,saking bernafsunya sampai kebablasan...berbahaya.. https://t.co/dUgE4HGqph",kanjeng istri gibran tau posisikagak bernafsu dan memaksakan diri lain ama iatri ganjarsaking bernafsunya sampai kebablasanberbahaya httpstcodugehgqph,"['kanjeng', 'istri', 'gibran', 'tau', 'posisikagak', 'bernafsu', 'dan', 'memaksakan', 'diri', 'lain', 'ama', 'iatri', 'ganjarsaking', 'bernafsunya', 'sampai', 'kebablasanberbahaya', 'httpstcodugehgqph']","['kanjeng', 'istri', 'gibran', 'tau', 'posisikagak', 'bernafsu', 'memaksakan', 'diri', 'ama', 'iatri', 'ganjarsaking', 'bernafsunya', 'kebablasanberbahaya', 'httpstcodugehgqph']","['kanjeng', 'istri', 'gibran', 'tau', 'posisikagak', 'nafsu', 'paksa', 'diri', 'ama', 'iatri', 'ganjarsaking', 'nafsu', 'kebablasanberbahaya', 'httpstcodugehgqph']"
@zy_zy_its_me @gibran_tweet Bapaknya ga bisa  ngutak ngutik konstitusi,zyzyitsme gibrantweet bapaknya ga bisa  ngutak ngutik konstitusi,"['zyzyitsme', 'gibrantweet', 'bapaknya', 'ga', 'bisa', 'ngutak', 'ngutik', 'konstitusi']","['zyzyitsme', 'gibrantweet', 'bapaknya', 'ga', 'ngutak', 'ngutik', 'konstitusi']","['zyzyitsme', 'gibrantweet', 'bapak', 'ga', 'ngutak', 'ngutik', 'konstitusi']"
"@feoowdoraaa AHAHAHHAA RILL BANGET FEO, HARI INI FULL SENYUM SIH 🤩🤩🤩",feoowdoraaa ahahahhaa rill banget feo hari ini full senyum sih 🤩🤩🤩,"['feoowdoraaa', 'ahahahhaa', 'rill', 'banget', 'feo', 'hari', 'ini', 'full', 'senyum', 'sih', '🤩🤩🤩']","['feoowdoraaa', 'ahahahhaa', 'rill', 'banget', 'feo', 'hari', 'full', 'senyum', 'sih', '🤩🤩🤩']","['feoowdoraaa', 'ahahahhaa', 'rill', 'banget', 'feo', 'hari', 'full', 'senyum', 'sih', '']"
Kemenangan Prabowo - Gibran terasa di atmosfer Surabaya dan Madura! dekade08,kemenangan prabowo  gibran terasa di atmosfer surabaya dan madura dekade,"['kemenangan', 'prabowo', 'gibran', 'terasa', 'di', 'atmosfer', 'surabaya', 'dan', 'madura', 'dekade']","['kemenangan', 'prabowo', 'gibran', 'terasa', 'atmosfer', 'surabaya', 'madura', 'dekade']","['menang', 'prabowo', 'gibran', 'asa', 'atmosfer', 'surabaya', 'madura', 'dekade']"
@zy_zy_its_me @jokowi @prabowo @gibran_tweet Tuhan yg mana tong?,zyzyitsme jokowi prabowo gibrantweet tuhan yg mana tong,"['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'tuhan', 'yg', 'mana', 'tong']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'tuhan', 'yg', 'mana', 'tong']","['zyzyitsme', 'jokowi', 'prabowo', 'gibrantweet', 'tuhan', 'yg', 'mana', 'tong']"
@_Rizmaya__ Bocil songong!!! @gibran_tweet,rizmaya bocil songong gibrantweet,"['rizmaya', 'bocil', 'songong', 'gibrantweet']","['rizmaya', 'bocil', 'songong', 'gibrantweet']","['rizmaya', 'bocil', 'songong', 'gibrantweet']"
"@Gr4sssss @joko_maryadi @gibran_tweet Wkakaka bapakmu pas bikin loe otaknya porno aja lu mungkin bences kali, pendukung IQ dibawah 70bkata hashim setara dng munyuk https://t.co/xE9krwK7p9",grsssss jokomaryadi gibrantweet wkakaka bapakmu pas bikin loe otaknya porno aja lu mungkin bences kali pendukung iq dibawah bkata hashim setara dng munyuk httpstcoxekrwkp,"['grsssss', 'jokomaryadi', 'gibrantweet', 'wkakaka', 'bapakmu', 'pas', 'bikin', 'loe', 'otaknya', 'porno', 'aja', 'lu', 'mungkin', 'bences', 'kali', 'pendukung', 'iq', 'dibawah', 'bkata', 'hashim', 'setara', 'dng', 'munyuk', 'httpstcoxekrwkp']","['grsssss', 'jokomaryadi', 'gibrantweet', 'wkakaka', 'bapakmu', 'pas', 'bikin', 'loe', 'otaknya', 'porno', 'aja', 'lu', 'mungkin', 'bences', 'kali', 'pendukung', 'iq', 'dibawah', 'bkata', 'hashim', 'setara', 'dng', 'munyuk', 'httpstcoxekrwkp']","['grsssss', 'jokomaryadi', 'gibrantweet', 'wkakaka', 'bapak', 'pas', 'bikin', 'loe', 'otak', 'porno', 'aja', 'lu', 'mungkin', 'bences', 'kali', 'dukung', 'iq', 'bawah', 'bkata', 'hashim', 'tara', 'dng', 'munyuk', 'httpstcoxekrwkp']"
"Airlangga: Prabowo - Gibran, jawara Pilpres tanpa perlu putaran kedua! dekade08",airlangga prabowo  gibran jawara pilpres tanpa perlu putaran kedua dekade,"['airlangga', 'prabowo', 'gibran', 'jawara', 'pilpres', 'tanpa', 'perlu', 'putaran', 'kedua', 'dekade']","['airlangga', 'prabowo', 'gibran', 'jawara', 'pilpres', 'perlu', 'putaran', 'kedua', 'dekade']","['airlangga', 'prabowo', 'gibran', 'jawara', 'pilpres', 'perlu', 'putar', 'dua', 'dekade']"
"Terus terang disini gua sangat rispek ama si giring @gibran_tweet, karena apa? Zaman semakin modern, tehnologi semakin canggih, banyak anak muda Gen-Z yang udah melek apa itu crypto, apa itu tehnologi blockchain. gua seorang airdropper all in 02 ✌ https://t.co/xYyQF3R393",terus terang disini gua sangat rispek ama si giring gibrantweet karena apa zaman semakin modern tehnologi semakin canggih banyak anak muda genz yang udah melek apa itu crypto apa itu tehnologi blockchain gua seorang airdropper all in  ✌ httpstcoxyyqfr,"['terus', 'terang', 'disini', 'gua', 'sangat', 'rispek', 'ama', 'si', 'giring', 'gibrantweet', 'karena', 'apa', 'zaman', 'semakin', 'modern', 'tehnologi', 'semakin', 'canggih', 'banyak', 'anak', 'muda', 'genz', 'yang', 'udah', 'melek', 'apa', 'itu', 'crypto', 'apa', 'itu', 'tehnologi', 'blockchain', 'gua', 'seorang', 'airdropper', 'all', 'in', '✌', 'httpstcoxyyqfr']","['terus', 'terang', 'disini', 'gua', 'sangat', 'rispek', 'ama', 'si', 'giring', 'gibrantweet', 'apa', 'zaman', 'semakin', 'modern', 'tehnologi', 'semakin', 'canggih', 'banyak', 'anak', 'muda', 'genz', 'udah', 'melek', 'apa', 'crypto', 'apa', 'tehnologi', 'blockchain', 'gua', 'seorang', 'airdropper', 'all', 'in', '✌', 'httpstcoxyyqfr']","['terus', 'terang', 'sini', 'gua', 'sangat', 'rispek', 'ama', 'si', 'giring', 'gibrantweet', 'apa', 'zaman', 'makin', 'modern', 'tehnologi', 'makin', 'canggih', 'banyak', 'anak', 'muda', 'genz', 'udah', 'melek', 'apa', 'crypto', 'apa', 'tehnologi', 'blockchain', 'gua', 'orang', 'airdropper', 'all', 'in', '', 'httpstcoxyyqfr']"
@Dennysiregar7 Tim Kampanye Nasional (TKN) Prabowo-Gibran sebut Gibran Rakabuming Raka tak akan ubah gaya saat debat meski jadi sorotan.  Mau jadi satee kek nya 😂😂😂,dennysiregar tim kampanye nasional tkn prabowogibran sebut gibran rakabuming raka tak akan ubah gaya saat debat meski jadi sorotan  mau jadi satee kek nya 😂😂😂,"['dennysiregar', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'sebut', 'gibran', 'rakabuming', 'raka', 'tak', 'akan', 'ubah', 'gaya', 'saat', 'debat', 'meski', 'jadi', 'sorotan', 'mau', 'jadi', 'satee', 'kek', 'nya', '😂😂😂']","['dennysiregar', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'sebut', 'gibran', 'rakabuming', 'raka', 'tak', 'ubah', 'gaya', 'debat', 'meski', 'jadi', 'sorotan', 'mau', 'jadi', 'satee', 'kek', 'nya', '😂😂😂']","['dennysiregar', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'sebut', 'gibran', 'rakabuming', 'raka', 'tak', 'ubah', 'gaya', 'debat', 'meski', 'jadi', 'sorot', 'mau', 'jadi', 'satee', 'kek', 'nya', '']"
"Solo bersinar, Gibran memimpin dengan cerdas Cak Imin, mungkin lebih baik fokus pada hal-hal yang sesuai dengan kapasitasnya @mudjib_trisatya  https://t.co/mEw7MDASIx",solo bersinar gibran memimpin dengan cerdas cak imin mungkin lebih baik fokus pada halhal yang sesuai dengan kapasitasnya mudjibtrisatya  httpstcomewmdasix,"['solo', 'bersinar', 'gibran', 'memimpin', 'dengan', 'cerdas', 'cak', 'imin', 'mungkin', 'lebih', 'baik', 'fokus', 'pada', 'halhal', 'yang', 'sesuai', 'dengan', 'kapasitasnya', 'mudjibtrisatya', 'httpstcomewmdasix']","['solo', 'bersinar', 'gibran', 'memimpin', 'cerdas', 'cak', 'imin', 'mungkin', 'lebih', 'baik', 'fokus', 'halhal', 'sesuai', 'kapasitasnya', 'mudjibtrisatya', 'httpstcomewmdasix']","['solo', 'sinar', 'gibran', 'pimpin', 'cerdas', 'cak', 'imin', 'mungkin', 'lebih', 'baik', 'fokus', 'halhal', 'sesuai', 'kapasitas', 'mudjibtrisatya', 'httpstcomewmdasix']"
"Gibran bisa atur ekonomi Solo, Cak Imin atur Jakarta aja masih kacau @saidi_sudarsono  https://t.co/j5bOZBCmzO",gibran bisa atur ekonomi solo cak imin atur jakarta aja masih kacau saidisudarsono  httpstcojbozbcmzo,"['gibran', 'bisa', 'atur', 'ekonomi', 'solo', 'cak', 'imin', 'atur', 'jakarta', 'aja', 'masih', 'kacau', 'saidisudarsono', 'httpstcojbozbcmzo']","['gibran', 'atur', 'ekonomi', 'solo', 'cak', 'imin', 'atur', 'jakarta', 'aja', 'kacau', 'saidisudarsono', 'httpstcojbozbcmzo']","['gibran', 'atur', 'ekonomi', 'solo', 'cak', 'imin', 'atur', 'jakarta', 'aja', 'kacau', 'saidisudarsono', 'httpstcojbozbcmzo']"
